state_fips,county_fips,ndvi_mar,ndvi_apr,ndvi_may,precip_sum_mar,precip_sum_apr,precip_sum_may,tmean_mar,tmean_apr,tmean_may,tmax_mar,tmax_apr,tmax_may,tmin_mar,tmin_apr,tmin_may,soil_moisture_mar,soil_moisture_apr,soil_moisture_may,soil_organic_carbon,soil_ph,soil_clay_pct,soil_sand_pct,soil_water_content_33kpa,elevation_m,slope_deg,pct_continuous,state_fips,state_IL,state_NC,state_NE,trend_pred
17,037,0.28340683884950724,0.3639096535127132,0.37916478654985336,106.3782530327299,177.4911482766487,32.779295925622016,5.444120442789968,11.790700185392511,15.674938010632317,11.938219839374504,18.01965981835133,22.626331574518883,-1.0499790151845008,5.561740562972498,8.723544421436326,0.37144299141108755,0.37878294542608903,0.2987023690070037,5.133728151970578,63.17602215578883,21.729065174160883,29.90354045677271,22.34426953648977,252.94204200918867,1.8452151683740377,0.004255106127352823,17,True,0,False,0.0
31,007,0.2625338502148261,0.29624603542198175,0.27348800596732525,20.269985727295655,5.044710502047584,42.565859072485104,8.268317134533142,8.254843730480653,13.31657717071202,17.646368766195796,17.03659355365506,21.44691124703344,-1.1097345833364838,-0.5269061105887618,5.186243094714358,0.1891855299721477,0.1512243988346274,0.19718161349088312,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.10398346267014527,31,False,0,True,0.0
31,013,0.26645480722135173,0.2957663230637629,0.28165179519726297,9.712119158285446,14.970372808465378,39.33527492523215,8.038701461729605,8.267621857900751,13.912625416563138,17.964157163954887,16.789002335184527,22.10088207209233,-1.8867540965281258,-0.2537586328181865,5.724368774922863,0.17018761082419692,0.15158859947335712,0.180125310958283,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.03931813063431382,31,False,0,True,0.0
31,029,0.2595607009576057,0.27786080325182116,0.2996418847743569,3.919293349308094,28.050234703896958,79.23980403537773,9.375052556581181,10.276087172715384,15.297552495256788,19.802252088609272,19.30162081022731,23.135767121940347,-1.052146914013829,1.2505535829030578,7.459337882722009,0.16397924789371116,0.16513335186427586,0.21379405494945966,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.023230830239013667,31,False,0,True,0.0
31,033,0.24177270133311474,0.2604645832916426,0.2604642164368034,8.452525780546154,8.726231745334081,41.4154710874393,8.2891957236783,8.907813843315488,13.672736882196542,18.187324082028088,17.952826507703286,21.973393024317215,-1.608932661715759,-0.13719885456120545,5.372080720614178,0.17467371479091623,0.147240424505733,0.19567178388494266,2.031999589117829,75.41191752087305,18.47466936973876,45.61417111922772,21.601140233692835,1300.4125895244,2.367739952215004,0.051900855694730595,31,False,0,True,0.0
31,045,0.293695286811136,0.3206067482405563,0.3177984750102885,12.202944984475705,24.776491799320844,38.86143922967805,8.029866973206024,8.399071239093221,14.496615567710526,17.4998458554576,16.51222943890312,22.445744917954997,-1.440111945999913,0.28591307183541187,6.547486208232735,0.21195552953954042,0.1949609110325239,0.21167944704592223,2.618486076533331,74.18121400817633,24.40586969965706,36.434940603548974,24.324079225758137,1165.1159535230663,3.61899845198418,0.04669020249586597,31,False,0,True,0.0
31,049,0.24071007037282824,0.2544574042035724,0.26182266977516716,6.515959183942141,16.332304859211973,35.6670233555064,8.633653161526418,9.495852347125885,14.426986162638965,18.72031655608833,18.428015777906854,22.57957489721867,-1.4530101529655242,0.5636889116105507,6.2743974319595415,0.170295691857718,0.1600156239082418,0.19162450455315524,1.9020399191919193,74.68611151515151,19.019440000000007,45.08612816161616,21.740013252525248,1138.6876280730369,2.0188616911044126,0.05393936900145046,31,False,0,True,0.0
31,057,0.27694855020848297,0.29565564958440443,0.3011089215691651,0.797587251679258,19.263040800493364,83.59273158527267,9.875328234276825,10.79562944842789,15.674080190657225,20.361925916910945,20.111900860462224,23.520335778363293,-0.6112694810960496,1.479358068568846,7.8278246893902725,0.12934693142300618,0.1341193400912521,0.18760974037744613,2.004518592760494,76.3925215281827,16.50594826208145,52.286711879785535,18.999267242508484,1006.9438512524792,2.6713849613708684,0.050378370524633447,31,False,0,True,0.0
31,063,0.2515498364729377,0.26537354216245657,0.33081399298487085,0.01619660143688426,19.88373295672504,80.08448716574395,8.978282380044268,10.82790414574266,16.134543121680448,19.379164437255497,19.72507716321344,24.258982430330935,-1.4225996825700393,1.9307311415238437,8.010103815583685,0.17600771575745985,0.18241683964157254,0.2194668024892092,2.120172809671682,70.57647104343569,19.287077413912986,42.31937877546715,21.948635184618087,813.6012389124073,3.796230457754653,0.011027756366716787,31,False,0,True,0.0
31,065,0.25695597760051275,0.28432926157294,0.3221933079264171,0.02158609374442336,23.29204008529611,74.2486848240788,9.250075145118037,11.693268730684958,16.748094717083852,19.85735702431656,20.995654902666892,25.298724597465178,-1.3572066342324167,2.3908824464076925,8.197464760935821,0.17560230907327057,0.20986704006393242,0.2306015302801847,2.199944990724074,70.77669610681647,21.124497814909382,38.14015812411367,22.28993335260505,699.1325300272181,3.0056564115343796,0.029719781250080263,31,False,0,True,0.0
