state_fips,county_fips,ndvi_jun,ndvi_jul,ndvi_aug,precip_sum_jun,precip_sum_jul,precip_sum_aug,tmean_jun,tmean_jul,tmean_aug,tmax_jun,tmax_jul,tmax_aug,tmin_jun,tmin_jul,tmin_aug,soil_moisture_jun,soil_moisture_jul,soil_moisture_aug,soil_organic_carbon,soil_ph,soil_clay_pct,soil_sand_pct,soil_water_content_33kpa,elevation_m,slope_deg,pct_continuous,anom_ndvi_jun,anom_ndvi_jul,anom_ndvi_aug,anom_precip_sum_jun,anom_precip_sum_jul,anom_precip_sum_aug,anom_tmean_jun,anom_tmean_jul,anom_tmean_aug,anom_tmax_jun,anom_tmax_jul,anom_tmax_aug,anom_tmin_jun,anom_tmin_jul,anom_tmin_aug,anom_soil_moisture_jun,anom_soil_moisture_jul,anom_soil_moisture_aug,anom_pct_continuous,year_trend,state_fips,state_IA,state_IL,state_NC,state_NE,trend_pred
17,001,0.7611661867894395,0.892015365171494,0.89005142838854,252.55945013672184,53.877484519657365,99.87342879959087,22.50951058113079,25.744592544520025,24.039887024126735,27.433136864972504,31.08470139681736,29.02915311414708,17.585884393466767,20.404455053310016,19.05058463671092,0.32765669664144365,0.28307577670126305,0.32406788203739767,2.6583604150529183,61.74997143147954,21.63778863278405,14.486260862578574,24.109011228736723,201.1288649904863,3.109852193771446,0.1605611455705445,0.04559175279432337,0.059035589629444885,0.12471792891090405,130.88425393220666,-54.773700258355056,-0.9371483239460474,-0.2745515558473137,1.284563090961143,0.9158888396498703,-1.372527195008388,0.8206996228011043,-0.09497093386812949,0.8227308103401683,1.747758990820266,1.9260733134169037,0.012025718751465353,-0.00092485117284552,0.047266078569609904,-0.11645721023349317,16,17,False,True,False,False,199.69153931888468
17,003,0.8195006047861351,0.863262087364684,0.8157537052762488,196.39460108701783,235.84117690689772,98.64148150769174,24.7063065856294,26.988478099409786,26.280456274054778,29.8442039116214,32.24480655712772,32.091307008718765,19.568409401462887,21.732111218217828,20.469583493259574,0.35936931957507473,0.3397749613633573,0.27298924153239623,4.566502441226054,59.77884986064154,22.433458311784428,18.58905395131727,25.831393350420548,120.78805073165375,4.999810883137418,0.06591543438447205,0.10392617079101896,0.030282311822634855,0.05042020579861284,74.71940488250266,127.1899921288853,-2.1690956158451797,1.9222444486512948,2.5284486458509043,3.1564580895779137,1.0385398516405075,1.9808047831114628,2.967182960703557,2.8052558183362883,3.075415155728077,3.345072169965558,0.04373834168509644,0.055774333489248706,-0.003812561935391534,-0.2111029214195656,16,17,False,True,False,False,199.69153931888468
17,005,0.6794215049130233,0.8611202237636529,0.8986684949286922,168.04924340354276,67.78462114652534,41.87252578775558,24.05892305689397,26.46115318029274,25.332477246083098,29.375568918374018,31.917804424500034,31.022755454557274,18.74227689786792,21.00447592619822,19.6421689981093,0.446037792395257,0.4326933217765825,0.4476127496515517,2.1450048209630093,60.76681487308672,18.26085490196989,11.379228591772147,23.629050972256604,164.03335020544318,2.228290119573177,0.11749819756513316,-0.03615292908209278,0.028140448221603775,0.1333349954510562,46.374047199027586,-40.86656363148708,-58.93805133578134,1.2748609199158665,2.0011237267338586,2.2084790616062335,0.5699048583931265,1.6538026504837795,1.8986314065420657,1.9791233147413223,2.347779863708471,2.517657674815286,0.1304068145052787,0.14869269390247392,0.1708109461837639,-0.1595201582389045,16,17,False,True,False,False,199.69153931888468
17,007,0.7175204862801841,0.8931338231864592,0.9018386392353394,185.12833717386664,46.8232265235778,108.00680602236777,20.453501717535385,23.57638616417055,21.45320703732268,26.061978221310824,30.018529918510904,26.911168172200846,14.845024896090719,17.1342190675044,15.995207979209905,0.32531533581946703,0.22722897243915297,0.35982648055382016,5.258030789368625,63.246850252158595,20.68278518550887,29.157812149296923,22.5727950275398,263.4716522091644,2.2826164942195257,0.3228729645034126,0.0019460522850679451,0.060154047644410014,0.1365051397577034,63.453140969351466,-61.82795825443462,7.196228898830853,-2.330560419442719,-0.8836432893883313,-1.6707911471541834,-2.7436858386700678,-0.24547185550535033,-2.2129558758143624,-1.91812868703588,-1.5224769949853503,-1.1293033440841107,0.00968435792948874,-0.056771655434955604,0.0830246770860324,0.04585460869937491,16,17,False,True,False,False,199.69153931888468
17,009,0.7424023974476252,0.8806505093011968,0.892521205490131,221.73671967426458,36.28612954347767,108.39439497405391,22.32855026926986,25.31704084244298,23.680993347917934,27.408273360795636,30.88856066468109,28.918674417232765,17.248827470598357,19.74549262081666,18.44328003921205,0.32270223991417746,0.26592053524788967,0.3096707149773885,2.5566343341623505,61.156879456458775,20.06995573890673,15.11655840511015,23.534503075539547,193.2793790366868,3.522638508915776,0.10644000764150266,0.02682796345250904,0.047670733759147654,0.12718770601249507,100.0615234697494,-72.36505523453475,7.5838178505169935,-0.4555118677082426,0.8570113888841,0.5569951634410693,-1.3973906991852552,0.6245588906648365,-0.20544963078244294,0.48567388747175855,1.0887965583269086,1.3187687159180328,0.007071262024199165,-0.018080092626218902,0.03286891150960075,-0.170578348162535,16,17,False,True,False,False,199.69153931888468
17,011,0.7662619694705634,0.9038260669812112,0.8909868113744858,212.65631196940402,99.88860708571056,134.22932127644503,21.373753446621087,24.244033038819754,22.51309912974315,26.637486579526435,29.99893469355692,27.760374903688827,16.11002052687248,18.48909609249262,17.2657884439296,0.32302076362125576,0.24028475131173313,0.3673296095374214,4.516082931702533,61.72730859405076,22.3844133645502,23.050934599106476,22.642082114737835,214.36924066955964,2.5593031123439345,0.35244685269500137,0.05068753547544724,0.07084629143916199,0.1256533118968498,90.98111576488884,-8.76257769230186,33.41874415290812,-1.4103086903570166,-0.21599641473912712,-0.6108990547337143,-2.1681774804544567,-0.26506708045933536,-1.3637491443263805,-0.65313305625412,-0.16759996999713067,0.14127712063558562,0.007389785731277465,-0.04371587656237544,0.09052780606963362,0.0754284968909637,16,17,False,True,False,False,199.69153931888468
17,013,0.7906434284466829,0.8951012596581421,0.8788758064831456,99.19714567520457,60.009631798494084,58.38816110300603,23.48611848164508,26.263739442658053,24.84364282427636,28.76047435315882,31.6235741443547,30.516909031543218,18.211762519491536,20.903879273205238,19.17034405700675,0.3337302563267869,0.2995561062092367,0.33484876037214745,4.114713264477559,60.28521278880105,20.008834357922037,17.65933684011439,25.30972698017233,172.36892337344216,5.821285138889431,0.23522183558068727,0.07506899445156678,0.06212148411609297,0.1135423070055096,-22.478050529310607,-48.64155297951834,-42.42241602053089,0.7020563446669748,1.803709989099172,1.719644639799494,-0.045189706822071685,1.3595723703384444,1.39278498352801,1.4486089363649377,2.2471832107154874,2.0458327337127358,0.018099278436808586,0.015555478335128159,0.05804695690435968,-0.0417965202233504,16,17,False,True,False,False,199.69153931888468
17,015,0.8009169975351059,0.9087174024858066,0.8676823098684607,161.281843856417,52.25444439193455,96.10362178548502,21.004009062152175,24.148414523020985,22.003624862039974,26.706412666753103,30.17584789248372,27.509205972399855,15.301605724558163,18.120951088135673,16.49800058199837,0.33725024896186134,0.26293537527050953,0.3832422629863601,5.5304452226237935,61.24483164821124,20.171348769032203,21.147445468641095,24.15166317505187,234.94622639481204,3.2520794013763257,0.6059278055290234,0.08534256353998981,0.07573762694375741,0.10234881039082477,39.606647651901824,-56.39674038607787,-4.706955338051898,-1.7800530748259291,-0.31161493053789613,-1.1203733224368904,-2.0992513932277888,-0.08815388153253423,-1.6149180756153534,-1.4615478585684354,-0.5357449743540776,-0.6265107412956468,0.02161927107188305,-0.02106525260359904,0.10644045951857234,0.3289094497249857,16,17,False,True,False,False,199.69153931888468
17,017,0.7958121976489619,0.9081315012923276,0.8749044583192818,190.52091791191427,50.35397981851477,128.05173765505674,22.68846623993913,25.445424574807273,23.989775021640675,28.086887307397078,31.401410520943077,29.569982347060577,17.290045428894295,19.489413374008755,18.409537673324632,0.3106019344834479,0.26982865987567456,0.2854927955239506,3.326082328593754,62.45651134402777,22.3456168501781,19.913940645292033,22.85847564197976,165.3193426788665,2.395750374266014,0.27237677209463484,0.08023776365384583,0.0751517257502784,0.1095709588416458,68.8457217073991,-58.29720495949765,27.241160531519824,-0.09559589703897231,0.9853951212483913,0.8657768371638106,-0.718776752583814,1.1374087469268233,0.4458582990453692,0.5268918457676968,0.832717311519005,1.2850263500306163,-0.005029043406530376,-0.01417196799843401,0.00869099205616286,-0.004641583709402819,16,17,False,True,False,False,199.69153931888468
17,019,0.723860230907716,0.9203661251289641,0.9143975267927404,197.1041876043154,75.38356114856231,236.0368959436821,22.34262434267654,24.633535087280258,23.21431044769612,27.46151098320764,30.165035106938955,28.52173483110605,17.223737659868608,19.102001562349397,17.906849055032147,0.33239291513477087,0.3014056440454963,0.3631758418789989,3.7093034564911327,62.93105803130348,25.935126220987307,20.02732036754772,22.657113078596787,216.2388218413184,1.582566905005686,0.10484692566840557,0.008285796912599896,0.08738634958691494,0.14906402731510449,75.42899139980022,-33.267623629450114,135.2263188201452,-0.4414377943015637,0.17350563372137628,0.090312263219257,-1.344153076773253,-0.09896666707729906,-0.6023892169091596,0.4605840767420091,0.4453054998596464,0.7823377317381315,0.01676193724479258,0.017405016171387733,0.08637403841121111,-0.17217143013563208,16,17,False,True,False,False,199.69153931888468
